state_name,state,county_name,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se,pooled_pooled_count,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se,white_pooled_count,black_pooled_count,hisp_pooled_count,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se,pooled_male_count,pooled_female_count,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se,white_male_count,black_male_count,hisp_male_count,white_female_count,black_female_count,hisp_female_count
Alabama,1,Autauga County,1,11101.0,Montgomery,0.36166623,0.0050261188,0.030568201,0.004107547,5922.3921,0.30703157,0.0070378962,0.42103776,0.035488289,0.4072639,0.0071219956,0.054793399,0.0093017835,0.046318766,0.037616383,0.014130667,0.0036341937,3613.1956,1977.7889,104.45943,0.37330192,0.0071588494,0.35082957,0.0071345326,0.0050916239,0.0024202843,0.058250003,0.0087332828,3040.1445,2882.3184,0.31653175,0.0088186031,0.44483456,0.051825602,0.41663092,0.010207727,0.29705879,0.010722122,0.41235104,0.05253695,0.39731681,0.010003624,0.0076544345,0.004560289,0.036208089,0.025648907,0.0037459459,0.0023313779,0.11109965,0.01872359,0.057967998,0.057394609,0.025038427,0.006608055,1874.4681,989.14886,50.308254,1739.2478,989.09662,54.077316
Alabama,1,Baldwin County,3,11001.0,Mobile,0.38884708,0.0035988151,0.022593379,0.002462686,15458.396,0.30187976,0.0057805222,0.44738877,0.02158235,0.42699328,0.0045163431,0.035105586,0.006024749,0.028766397,0.015238275,0.018062815,0.0026715663,10770.843,3880.4788,429.47314,0.39921513,0.0050282911,0.37902823,0.0050750379,0.0064859558,0.00182108,0.039739996,0.0046669389,7962.8013,7495.7334,0.30597675,0.0072365035,0.4618094,0.032283742,0.43520808,0.0064179595,0.29818106,0.0089211268,0.4297072,0.031222891,0.41854432,0.0063206861,0.0049913484,0.0026638557,-0.0011485975,0.0023551681,0.0066367085,0.0021695083,0.065774396,0.011150313,0.054038107,0.034066316,0.029860929,0.004700738,5544.375,1964.9684,218.4359,5226.0781,1916.2694,210.0603
Alabama,1,Barbour County,5,10301.0,Eufaula,0.34938559,0.0059373463,0.033516064,0.0057124235,4863.9736,0.30861527,0.0061807898,,,0.43485212,0.012811262,0.047071029,0.0082440227,,,0.0056145876,0.0036344619,1358.4885,3598.0781,,0.35608861,0.007736946,0.34320664,0.008530383,0.00022393033,0.00054908608,0.072055168,0.012447089,2491.9204,2372.1504,0.31101197,0.0077224774,,,0.43970174,0.018463269,0.30621025,0.010246105,,,0.43018982,0.017727379,0.00072602613,0.0011249445,,,-0.00025624412,0.0011155943,0.10808831,0.018941563,,,0.0094996141,0.0065699029,729.84253,1787.3691,,629.64722,1806.0917,
Alabama,1,Bibb County,7,10801.0,Tuscaloosa,0.36339074,0.0082328217,0.031666659,0.0074985093,3061.4934,0.30943772,0.012161376,0.3734062,0.076246761,0.3977851,0.011160565,0.054939512,0.016756417,,,0.024269572,0.0080784913,1923.1654,1178.8741,35.510155,0.3558453,0.010559381,0.37067157,0.012394083,0.0043108817,0.0030360743,0.06056042,0.014509503,1576.3676,1486.0006,0.30775386,0.015689099,,,0.38648933,0.015581427,0.31123033,0.019480785,,,0.41017145,0.016279053,0.00013212516,0.0019867208,,,0.0060884873,0.0046748272,0.12375517,0.035738874,,,0.038611572,0.013740941,983.28558,613.93317,,941.44788,565.88971,
Alabama,1,Blount County,9,10700.0,Birmingham,0.39187884,0.0058824285,0.020527514,0.0037501494,6740.9116,0.31017911,0.03066876,0.45153114,0.021584278,0.40401202,0.0063112038,0.021751901,0.026376814,0.011501864,0.0086319447,0.020448862,0.0036430883,5727.8589,134.14302,853.33936,0.40105549,0.0079819094,0.38267124,0.008293556,0.0057861949,0.0023736106,0.034956634,0.0066992976,3443.9287,3294.0259,0.32525066,0.037387505,0.43540838,0.02772801,0.41552889,0.0090550361,0.26711884,0.047145713,0.47313872,0.032826606,0.3929297,0.0089556156,0.033067301,0.037233427,-0.0015894374,0.0033562037,0.0063909502,0.0025235671,,,0.037590586,0.027402353,0.034563728,0.0070163938,2946.53,71.30426,442.63373,2779.3289,64.377319,411.61533
Alabama,1,Bullock County,11,9800.0,Auburn,0.34565896,0.0079532564,0.019160038,0.0058914558,2581.3296,0.32739598,0.00845188,,,0.49542519,0.033437189,0.020280167,0.0075019421,,,0.02220013,0.019605834,206.22433,2302.3767,,0.34905744,0.010664424,0.3419629,0.011626344,0.0064256978,0.0042428393,0.035033558,0.011484439,1216.525,1365.4567,0.32922345,0.010485822,,,0.50184846,0.045382846,0.32420555,0.013574209,,,0.48592603,0.050446019,0.0074445214,0.0034758947,,,0.0020839861,0.0092117144,0.035090063,0.01182867,,,0.027016638,0.032060605,87.676537,1096.4053,,121.27898,1200.0851,
Alabama,1,Butler County,13,11101.0,Montgomery,0.35724857,0.0060730907,0.022641044,0.0041634585,4092.7781,0.3105163,0.0063828221,0.30728939,0.049828481,0.42536673,0.011832338,0.034608331,0.0070305308,0.0057359124,0.018517733,0.005676073,0.0035815558,1398.0975,2696.1943,23.588257,0.35734633,0.0078640003,0.35681453,0.0086300792,0.0030897004,0.0020255437,0.044368733,0.0091695813,2107.1919,1982.8846,0.31134364,0.0083391331,,,0.41785789,0.017145062,0.3091144,0.010099036,,,0.43218827,0.016560528,0.00024324741,0.00087822269,,,0.004895973,0.004540985,0.06956777,0.01501862,,,0.0062349248,0.0027843418,738.57843,1381.8242,,659.42963,1315.3586,
Alabama,1,Calhoun County,15,9600.0,LaGrange,0.36184675,0.0031642206,0.02615813,0.0023933677,15036.147,0.31543028,0.0044412287,0.39848036,0.020483637,0.40015283,0.0043549789,0.047771245,0.005299075,0.0087198578,0.0045994287,0.012567037,0.0020728402,9230.7852,5060.251,272.32574,0.37384027,0.0042560282,0.34985793,0.0045839953,0.0069698868,0.0015158491,0.04860086,0.0045828628,7603.9673,7432.1787,0.33008352,0.0056876638,0.37722531,0.025590677,0.40824965,0.0062516844,0.29953319,0.0065812184,0.41985902,0.031909216,0.39230505,0.0064395485,0.0085320808,0.002729601,0.0045378604,0.0037240046,0.00415623,0.0013861193,0.09728007,0.011071642,0.0060574654,0.0072444193,0.021575194,0.0039779302,4676.8857,2553.981,117.87507,4551.6084,2507.7693,159.45624
Alabama,1,Chambers County,17,9600.0,LaGrange,0.34057492,0.0048872968,0.02102573,0.0036703558,5885.4712,0.31764951,0.0053655654,0.4771722,0.057998609,0.38074261,0.0092388233,0.021655202,0.0050950209,0.018454138,0.031360012,0.02065099,0.0060535544,2176.4094,3628.1714,64.754387,0.34850177,0.0067326804,0.33313468,0.0069837486,0.0023359568,0.0013592209,0.04290662,0.007467859,2993.5168,2892.5999,0.3216854,0.0070218961,,,0.38433,0.0132577,0.31302178,0.0085587036,,,0.37660423,0.012803376,0.0013948814,0.00094973424,,,0.0048360922,0.0035365832,0.04764026,0.0093701333,,,0.036681425,0.011400589,1129.088,1806.6311,,1047.6868,1821.0117,
Alabama,1,Cherokee County,19,6600.0,Rome,0.36542159,0.0076082945,0.022722345,0.0052916445,3303.9607,0.30699265,0.023355134,0.35949358,0.054529484,0.38608083,0.0086706812,0.068078317,0.031587895,-0.018081047,0.01807403,0.017450064,0.0047009611,2897.1387,253.71942,72.592636,0.36228549,0.010046924,0.3684217,0.011139685,0.0033912531,0.0025402983,0.039157886,0.0099790813,1753.5037,1552.3844,0.30513346,0.027099995,,,0.38794562,0.012494648,0.30227956,0.039118674,,,0.38489336,0.011848162,0.0015580487,0.0054456401,,,0.003461214,0.0021098116,0.13039576,0.062240686,,,0.030627163,0.0086597037,1538.0912,130.06798,,1361.0605,121.6144,
Alabama,1,Chilton County,21,10700.0,Birmingham,0.38805655,0.0061100582,0.024616089,0.0044212374,5808.7944,0.32295847,0.012392743,0.40587381,0.033017177,0.41617644,0.0075047333,0.054684881,0.015485643,0.019281842,0.018524807,0.019921333,0.0043306253,4383.9634,1107.0302,257.09457,0.39569566,0.0086087063,0.38047898,0.0088427719,0.0072429753,0.0029733847,0.043370631,0.008847665,2987.6099,2819.5215,0.32478783,0.014558278,0.39607412,0.046092723,0.42419201,0.010576339,0.31929192,0.018979957,0.40139428,0.047886837,0.40840197,0.010597037,0.013520544,0.009465754,0.0016707436,0.0076479372,0.0050982879,0.0029167994,0.10934173,0.033002134,0.011314291,0.01660352,0.034884814,0.0083191022,2248.1309,570.48297,147.61732,2133.9534,535.99884,110.94518
Alabama,1,Choctaw County,23,10802.0,Demopolis,0.3969731,0.0097741811,0.016524242,0.0052762013,2543.9063,0.33197245,0.010039815,,,0.50685066,0.018483823,0.02271249,0.0077152732,,,0.0080733346,0.005269845,832.14276,1764.2913,,0.38573322,0.013064088,0.40890124,0.015030058,0.0033077621,0.0029680242,0.035262447,0.012377937,1252.9929,1289.9983,0.32201424,0.011486791,,,0.50612795,0.025813049,0.34352878,0.016119456,,,0.50845057,0.027001221,0.0015462433,0.0014618122,,,0.014035335,0.012243455,0.053166103,0.017923703,,,0.006148288,0.0038479774,423.82065,863.50928,,408.23169,899.46558,
Alabama,1,Clarke County,25,11001.0,Mobile,0.38430709,0.0066328449,0.0087652132,0.0026361896,4760.8682,0.35101923,0.0073257592,,,0.45122221,0.013402133,0.012789657,0.0025257615,,,0.0013696933,0.0010677874,1394.1471,3326.6001,,0.38435495,0.0087344144,0.38453457,0.0097955409,0.002806508,0.0013232643,0.016296482,0.0052056774,2409.9778,2350.7498,0.34882015,0.0092696585,,,0.46699747,0.018959234,0.35313955,0.011653514,,,0.43589973,0.018993268,0.0013941028,0.001109658,,,-0.00094952033,0.00094327051,0.027723627,0.0092567801,,,0.0017565578,0.0026425996,729.93939,1636.0138,,664.66046,1690.1445,
Alabama,1,Clay County,27,9500.0,Talladega,0.40678033,0.011148113,0.013831642,0.0052861413,2021.0896,0.33651647,0.020810964,,,0.43250844,0.013426978,0.059015974,0.024755383,,,0.0044898507,0.0012560916,1451.2721,573.52411,,0.40849364,0.016539762,0.4055897,0.016135473,0.0020903442,0.0023725596,0.029070437,0.011487531,1044.1737,978.8476,0.32776856,0.024665298,,,0.44071808,0.019891899,0.34396932,0.032668848,,,0.42694262,0.01812887,0.0077590025,0.011842032,,,0.0015418953,0.0018320738,0.14559193,0.063986242,,,0.0064395741,0.0029913574,752.31305,302.21011,,701.53339,272.97208,
Alabama,1,Cleburne County,29,9600.0,LaGrange,0.4124786,0.010814342,0.033694934,0.0086126728,2070.2905,0.37999102,0.031120682,,,0.43542519,0.011987025,0.056481168,0.032735135,,,0.025121225,0.0082702646,1809.5225,133.14391,,0.4365145,0.015794527,0.38944328,0.014375852,0.0086407997,0.005985707,0.057592921,0.015991585,1086.1611,984.60272,0.36695001,0.038649425,,,0.46405095,0.017929519,0.38490918,0.046807505,,,0.40759155,0.016348872,0.010618899,0.022215053,,,0.010033266,0.0066730347,0.12437159,0.067714199,,,0.043262716,0.014472079,940.75916,73.987068,,869.36768,58.98975,
Alabama,1,Coffee County,31,10302.0,Dothan,0.38671088,0.0056170691,0.020128127,0.0037789531,5436.501,0.32489008,0.0082457755,0.41950998,0.026009664,0.43394071,0.0078578964,0.033062473,0.0080267191,0.038992718,0.019158166,0.011042511,0.0030861693,3154.1707,1900.2102,202.8206,0.41406792,0.0081664203,0.3590281,0.007735162,0.0030958331,0.0016880635,0.041613039,0.0075833299,2773.9036,2663.0669,0.3539333,0.012071067,0.42878848,0.035979692,0.45243356,0.011007272,0.29638666,0.011277976,0.40396228,0.037824079,0.41359654,0.011028381,0.0009875797,0.00075308466,0.0066452473,0.0046003452,0.0042340099,0.0024214601,0.071145438,0.017461343,0.10828219,0.056397337,0.020037029,0.006773755,1570.1735,983.04742,105.58134,1584.2614,915.91431,97.371819
Alabama,1,Colbert County,33,6200.0,Florence,0.3732456,0.0052009514,0.016486695,0.0029494392,6718.7813,0.31148249,0.0087947436,0.36017302,0.03371229,0.40844825,0.0068376716,0.029002313,0.0060749552,0.0034927989,0.0058707567,0.012892644,0.0031786698,4525.9375,1854.3363,160.84886,0.37631553,0.0072486843,0.37111518,0.0075400625,0.0049241418,0.0022834062,0.028636921,0.0058912607,3438.2356,3281.5737,0.32809925,0.012584057,0.35048774,0.053580798,0.40061039,0.0093977582,0.29528829,0.012571352,0.36739138,0.047472335,0.41600841,0.0097385272,0.0053868708,0.0042389887,0.011974841,0.016050678,0.0057710866,0.002447143,0.058619969,0.015314987,-0.0083290171,0.01329939,0.021085935,0.0060296417,2282.874,958.74762,91.409645,2240.812,894.64734,70.197525
Alabama,1,Conecuh County,35,11002.0,Atmore,0.36797199,0.0080758343,0.025915811,0.0062685469,2657.8438,0.33419845,0.0092400862,,,0.43505391,0.01608748,0.029845614,0.0081621064,,,0.01051277,0.0062388591,876.55035,1769.0355,,0.39118043,0.012122847,0.34339762,0.010604983,-0.001261163,0.00089021714,0.05577115,0.013141461,1363.8726,1294.3746,0.34682652,0.012459161,,,0.46929353,0.023140877,0.32094014,0.013762451,,,0.40073541,0.022691967,0.0011904866,0.002087883,,,-0.0016009818,0.0020963338,0.064024441,0.018023679,,,0.020549037,0.013642941,442.78232,915.1424,,433.54501,852.448,
Alabama,1,Coosa County,37,9500.0,Talladega,0.35266301,0.009631481,0.054470308,0.011267561,2046.324,0.31458941,0.012677883,,,0.41878441,0.017547281,0.054542348,0.016967328,,,0.063266009,0.014094823,940.32385,1062.2317,,0.33991101,0.013502854,0.36501992,0.01495813,0.023535855,0.0072424789,0.083131187,0.020608988,1133.5148,921.30249,0.32409328,0.017085578,,,0.3789964,0.024156027,0.2945995,0.018631738,,,0.45551273,0.025349017,0.0053199236,0.0066286013,,,0.047183756,0.014003256,0.10676016,0.0327488,,,0.080904894,0.026197044,528.13867,574.50262,,417.52698,490.17676,
Alabama,1,Covington County,39,11102.0,Troy,0.4055416,0.0059520397,0.03345624,0.004606233,5881.6187,0.30634522,0.0092290845,0.47300509,0.058165766,0.44597709,0.0075913244,0.064420201,0.013931147,-0.020671541,0.015092502,0.021049239,0.0042791236,4272.9443,1361.3236,64.581871,0.40568319,0.0082249176,0.40522084,0.0088681355,0.006103985,0.0025265047,0.065539718,0.009534793,2931.5813,2946.2893,0.30742615,0.011534852,,,0.44848916,0.010680505,0.30287939,0.015305371,,,0.44351858,0.010628403,0.008150504,0.0042156451,,,0.0032647969,0.0015577427,0.14351591,0.031568132,,,0.039797056,0.0080006076,2133.8635,690.96991,,2138.3118,672.83319,
Alabama,1,Crenshaw County,41,11102.0,Troy,0.40949893,0.010115846,0.0041561411,0.0014246712,2278.0264,0.3515566,0.0139826,,,0.45683023,0.014357587,0.013954028,0.0069526103,,,0.0036855759,0.0013362285,1310.5635,920.20245,,0.418668,0.013967982,0.39975795,0.014729451,0.0042011263,0.0032969711,0.009318402,0.002882147,1188.6304,1087.202,0.35346508,0.017905109,,,0.4605675,0.020280987,0.34638593,0.021852376,,,0.45105478,0.020256074,0.0074383519,0.0062729409,,,0.0067729582,0.0055826637,0.029887881,0.023344235,,,0.00089458213,0.003370021,679.64087,474.80167,,629.33478,444.69946,
Alabama,1,Cullman County,43,10700.0,Birmingham,0.40455472,0.004565482,0.016264709,0.0023904925,10640.973,0.34213674,0.033284605,0.34768718,0.025080558,0.41934752,0.0048084552,-0.0012661479,0.0072203889,0.00023247743,0.0037560684,0.016706958,0.002589372,9803.7334,109.78706,480.63107,0.40940142,0.0064586485,0.40002146,0.0065452987,0.0069712512,0.0020164566,0.025815031,0.0039255382,5568.1655,5075.4502,0.31102717,0.035044052,0.35953346,0.03353275,0.42364585,0.0068162065,0.36506248,0.0479577,0.34985796,0.039499406,0.4156023,0.0067511681,0.0012935355,0.0064180433,-0.0043414873,0.0056752814,0.00703619,0.0019198417,0.0090319989,0.025527207,-0.0073355711,0.009279279,0.026795395,0.0044876365,5148.0088,50.322128,253.88234,4659.8711,60.77462,227.47307
Alabama,1,Dale County,45,10302.0,Dothan,0.38080323,0.0048062126,0.027194157,0.0037463214,7338.9341,0.31964511,0.0063673882,0.44628969,0.020130234,0.43404242,0.0069968924,0.042689227,0.0071918406,0.0042913868,0.0031250948,0.0183855,0.0039801365,3863.4529,2764.7612,390.93378,0.40089154,0.0066209929,0.36007565,0.006647462,0.0054136566,0.0018528188,0.053738754,0.0073578111,3780.2507,3558.4646,0.33911645,0.0082759485,0.44131717,0.029670591,0.46134511,0.010244128,0.29784533,0.0096672298,0.45859951,0.028674128,0.40747911,0.0096706422,0.0066327699,0.0032737055,-0.0018849962,0.0022630224,0.005178811,0.0024933917,0.092604309,0.01604115,0.0085592652,0.0070449272,0.033187598,0.0072880238,2012.873,1418.6591,211.88478,1849.849,1346.7516,178.88777
Alabama,1,Dallas County,47,10801.0,Tuscaloosa,0.33595914,0.0038290569,0.017692221,0.0027167066,9503.5635,0.3134816,0.0039239312,0.29269233,0.040658705,0.43620273,0.011899041,0.022878228,0.0036530897,0.084828518,0.049730018,0.0032113995,0.00091679988,1288.0681,8423.127,84.108177,0.34933421,0.0052267672,0.32208398,0.0054903068,0.0025941662,0.0011015231,0.036508664,0.0056235306,4624.3877,4879.8203,0.32056266,0.0050109839,,,0.46114379,0.017074578,0.30553833,0.0064055291,0.24227172,0.055665206,0.41131943,0.016315123,0.0036415984,0.0012973309,,,-0.00014597503,0.00084799284,0.047524482,0.0067884275,,,0.0044656075,0.0022157319,641.69751,4083.7888,42.288773,646.99323,4332.3618,
Alabama,1,DeKalb County,49,6100.0,Gadsden,0.39647737,0.0049928301,0.014112711,0.0023420271,9904.3438,0.36184192,0.027222555,0.35878184,0.021085927,0.41004553,0.0053646737,0.028891753,0.02173618,-0.0013508828,0.0025215563,0.014298954,0.0024303952,8433.5293,279.65085,1094.6021,0.40162537,0.0072331731,0.39158767,0.0070508998,0.0041488549,0.0016453472,0.024754865,0.0044343984,5270.7012,4642.9492,0.39972112,0.040517673,0.32505772,0.026779687,0.41434431,0.0077240532,0.31860259,0.037786487,0.39439604,0.030707555,0.40647912,0.0076205302,0.0019309029,0.0073170466,-0.0013415368,0.0037003851,0.004829078,0.0016098712,0.069022417,0.052643102,0.00067926047,0.0078755403,0.025357775,0.0050451583,4510.8247,135.35109,560.06195,3935.5894,142.94208,538.45483
Alabama,1,Elmore County,51,11101.0,Montgomery,0.37799388,0.0046601309,0.021436155,0.0031143704,8440.6953,0.32052875,0.0064837001,0.34783715,0.03229722,0.42788613,0.0064477688,0.030957198,0.0055665793,0.011433911,0.012879447,0.015722992,0.0032283794,4970.6919,3176.3,147.47688,0.39272076,0.0064632534,0.36287272,0.0064906576,0.0040551787,0.0017518119,0.040911503,0.00625847,4261.5483,4176.5942,0.32853264,0.0078103677,0.25264773,0.046942122,0.44679156,0.0089048706,0.31171286,0.0097100008,0.42465222,0.052576181,0.40894434,0.0090495888,0.0078864936,0.0038217702,0.02491235,0.023838677,0.0025176457,0.0013246775,0.059733264,0.01263325,-0.01212481,0.01059062,0.029138077,0.0067605497,2484.7114,1637.2867,89.945679,2483.6453,1544.4039,60.678822
Alabama,1,Escambia County,53,11002.0,Atmore,0.3677946,0.0054503605,0.029329097,0.0045292079,6075.6069,0.30932531,0.0066274796,0.35052058,0.043001041,0.42162079,0.0087088849,0.038351417,0.0071405955,0.059365857,0.052259091,0.024287714,0.0060495757,2812.4597,2873.636,91.802635,0.36413068,0.0071484088,0.37076899,0.0078242794,0.0040337718,0.0019859583,0.057578504,0.0088506518,3131.7197,2944.5291,0.30273622,0.0081921741,0.37082461,0.05988824,0.41031349,0.012828034,0.31678581,0.010838295,0.32108033,0.060856752,0.43111917,0.011894689,0.0011209478,0.0012427423,,,0.0048882943,0.0035032579,0.07996428,0.015308938,,,0.04271942,0.010537518,1518.746,1420.1438,32.55846,1295.6188,1451.4152,61.156628
Alabama,1,Etowah County,55,6100.0,Gadsden,0.36484614,0.0034453245,0.032291852,0.003035435,14630.309,0.31001663,0.0057547195,0.4042801,0.024994686,0.39289325,0.0044461722,0.054765303,0.0076257982,0.01017957,0.0099550067,0.024505775,0.0031662888,10044.581,3792.9915,494.43936,0.3815901,0.0048112064,0.34780982,0.0049308264,0.0087584332,0.0019936627,0.058084097,0.0058964542,7557.5576,7075.0557,0.32672638,0.0075072339,0.39994499,0.032901488,0.41035551,0.0064674588,0.29196018,0.0090011526,0.411037,0.038287546,0.37516189,0.006145529,0.0087021096,0.003603467,0.015083116,0.010487492,0.0088403719,0.0024390162,0.11450091,0.01587458,0.0065168906,0.012011186,0.040153213,0.0053531383,5272.5576,1873.6719,243.3062,4776.1592,1915.6244,248.95851
Alabama,1,Fayette County,57,10600.0,Jasper,0.40141243,0.0088700466,0.029594278,0.0068219667,2779.4429,0.34547669,0.017658159,,,0.42736572,0.010662916,0.034416392,0.016085757,,,0.029592885,0.0080799786,2147.2944,524.26007,,0.41996175,0.013342891,0.38540423,0.012167851,0.0067326189,0.0043904176,0.048436195,0.011825768,1437.7808,1341.4851,0.34851131,0.024490945,,,0.45296243,0.015959479,0.33310613,0.02445706,,,0.40531945,0.014321811,0.0040929685,0.00765748,,,0.0071766959,0.0036610449,0.07606069,0.035395283,,,0.046132192,0.013155737,1110.4987,273.04733,,1038.0793,250.4906,
Alabama,1,Franklin County,59,6200.0,Florence,0.40572405,0.0074768001,0.014650149,0.0038330585,4393.2769,0.36426216,0.02743566,0.38108468,0.026876941,0.41775709,0.0084913624,0.0076862648,0.0089133298,0.013554564,0.011924549,0.014673218,0.0042424398,3432.1077,306.01865,726.70056,0.41914603,0.010882192,0.39207134,0.01056369,0.0075746975,0.0040282044,0.021940554,0.0067140125,2269.9915,2122.8965,0.38159707,0.024953397,0.37105334,0.034419645,0.42714009,0.012121832,0.3162061,0.044933829,0.38756326,0.041336339,0.40738964,0.011841498,-0.00095707306,0.004869414,0.021672467,0.022128975,0.0087522762,0.0045553106,0.038473368,0.025738018,0.018337926,0.022636218,0.020450745,0.0068122954,1789.2546,130.80835,372.38022,1643.9288,163.54805,353.2373
Alabama,1,Geneva County,61,10302.0,Dothan,0.39071053,0.0069222176,0.020717705,0.0042416668,4106.1558,0.31514353,0.013464458,0.45256743,0.052018959,0.41630477,0.0082695475,0.033963867,0.014314591,0.045302253,0.058205072,0.017087162,0.0042927316,3132.8938,768.63892,105.57807,0.40808335,0.010059444,0.37461391,0.0097427405,0.0037936997,0.0020984507,0.038805213,0.0081153736,2135.0977,1972.8081,0.33811426,0.019537749,0.41906187,0.066248246,0.4335174,0.011847468,0.2989476,0.020506132,0.51692271,0.077335104,0.39921096,0.011449949,0.00090744341,0.0029966896,0.073248483,0.031348374,0.0032031098,0.0018722372,0.06005555,0.026890695,,,0.034650538,0.0087881973,1591.228,414.62616,61.132744,1540.1968,352.81665,44.004154
Alabama,1,Greene County,63,10802.0,Demopolis,0.3280988,0.0076106861,0.019655667,0.0055078533,2471.8074,0.32326481,0.007924052,,,0.43546572,0.03523672,0.016901696,0.0040316912,,,0.014991499,0.018302767,160.41638,2291.2935,,0.32706922,0.010471012,0.33034021,0.010818489,-0.00056608423,0.0011458462,0.041540366,0.011124777,1269.0514,1202.267,0.31422508,0.009114733,,,0.4977414,0.061543208,0.33087367,0.013299734,,,0.4025977,0.043186333,0.0020226229,0.0026774567,,,0.0070315916,0.020850295,0.036945641,0.01228179,,,0.020649435,0.028194051,90.693558,1178.4893,,69.753532,1107.6638,
Alabama,1,Hale County,65,10801.0,Tuscaloosa,0.35585302,0.0074286358,0.013388982,0.0039389548,3927.209,0.33077961,0.0074363598,,,0.45470068,0.020866832,0.013130346,0.0038985801,,,0.0093683898,0.0081708236,706.96802,3118.4365,,0.36238307,0.0093825329,0.34911373,0.010805014,0.00015282317,0.00087027042,0.024552757,0.0083574615,2027.6608,1901.0906,0.33383814,0.0095933117,,,0.46245763,0.029144121,0.32679525,0.012637784,,,0.44719407,0.030050665,0.00028215471,0.0014926379,,,0.018184081,0.014249985,0.027659714,0.012134413,,,0.003903887,0.0046289004,387.07538,1558.8574,,323.25989,1558.2841,
Alabama,1,Henry County,67,10302.0,Dothan,0.35838878,0.007812649,0.041606449,0.0077290335,2383.251,0.31742701,0.0089804046,0.27994186,0.054193437,0.42339206,0.013506608,0.053845253,0.011620102,,,0.021629024,0.0084985038,983.46893,1309.4501,66.932884,0.37479347,0.011114738,0.34375581,0.010308519,0.0018544345,0.0014400985,0.083398014,0.015320345,1240.2755,1142.2372,0.33402205,0.011924027,,,0.44055507,0.019567467,0.30130991,0.013264594,,,0.40708041,0.018895125,0.0034729003,0.0031392905,,,0.00053794601,0.0012708332,0.11125948,0.024084885,,,0.044369727,0.017641665,508.79288,664.31641,,473.70828,645.33899,
Alabama,1,Houston County,69,10302.0,Dothan,0.35789412,0.0036597585,0.033435084,0.0032145625,12653.077,0.29997504,0.0043244371,0.41076615,0.026088448,0.41695729,0.0057104849,0.049973439,0.0054850657,0.032124814,0.019061711,0.018841695,0.0033527878,6150.4619,6032.8237,251.5518,0.36898947,0.0050912909,0.3469567,0.0052222507,0.0063327616,0.0017452622,0.063303731,0.0062638093,6376.3726,6279.3589,0.30656189,0.0054477616,0.38255346,0.035059415,0.42785236,0.0081080813,0.29252332,0.0065474426,0.4428198,0.040009715,0.40619266,0.0079131955,0.0061961482,0.0023786745,0.0029799547,0.0076412037,0.006054176,0.0022546018,0.10012299,0.011303601,0.085145816,0.053602122,0.031946391,0.0062983893,3104.7349,3056.9038,117.06874,3046.7834,2975.8606,134.36519
Alabama,1,Jackson County,71,6100.0,Gadsden,0.39407125,0.005792263,0.016184419,0.0030293739,7168.6494,0.3201907,0.0198188,0.38891512,0.035502765,0.4098106,0.0061912993,0.041422583,0.021270139,-0.0055895122,0.006392472,0.016038088,0.0033734208,6219.9326,431.34158,163.78537,0.40621123,0.0080241766,0.38286245,0.0082893651,0.0026312894,0.0011807237,0.031372558,0.0061840783,3609.895,3555.6592,0.30961272,0.024286231,0.38863525,0.05202942,0.42028567,0.0086829867,0.33641085,0.033088248,0.39174014,0.0513262,0.39967111,0.0089888442,-0.0020059089,0.0034019193,0.0012878503,0.010743776,0.0027279607,0.0014876225,0.086362742,0.046622645,0.018509515,0.021731013,0.030537741,0.0066747786,3118.7869,238.47569,80.170837,3096.9219,193.85315,82.258667
